MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,FLUX_V,FLUX_B,OTYPE,SCRIPT_NUMBER_ID
BD+36  4463,21 12 37.2199,+36 53 44.212,14,14,0.013,0.0161,90,A,O,2020yCat.1350....0G,1.064,9.17,10.49,Star,0
HD 202125,21 12 45.4775,+37 24 50.638,14,14,0.0119,0.0135,90,A,O,2020yCat.1350....0G,3.3033,8.42,9.46,Star,0
BD+36  4466,21 13 01.1313,+37 32 28.620,14,14,0.0074,0.0087,90,A,O,2020yCat.1350....0G,15.8596,9.48,10.21,HighPM*,0
HD 202217,21 13 16.8632,+37 06 07.209,14,14,0.019,0.0238,90,A,O,2020yCat.1350....0G,2.1092,8.23,8.19,Star,0
BD+36  4471,21 13 43.1217,+37 31 48.550,14,14,0.0087,0.0099,90,A,O,2020yCat.1350....0G,2.9032,8.99,10.2,HighPM*,0
HD 202421,21 14 36.2045,+37 06 38.377,14,14,0.0111,0.0127,90,A,O,2020yCat.1350....0G,1.2812,8.29,9.93,Star,0
BD+36  4490,21 15 27.1766,+37 18 02.880,14,14,0.0143,0.0176,90,A,O,2020yCat.1350....0G,1.4224,9.48,9.45,Star,0
BD+36  4491,21 15 33.1144,+37 12 01.412,14,14,0.0072,0.0095,90,A,O,2020yCat.1350....0G,8.4222,9.47,10.01,HighPM*,0
HD 202569,21 15 34.0063,+37 15 08.476,14,14,0.035,0.0424,90,A,O,2020yCat.1350....0G,1.364,7.756,7.659,Star,0
HD 202655,21 16 11.4943,+37 24 12.314,14,14,0.0117,0.0137,90,A,O,2020yCat.1350....0G,1.89,8.82,9.1,ChemPec*,0
HD 203205,21 19 47.7690,+37 26 44.878,14,14,0.0095,0.0117,90,A,O,2020yCat.1350....0G,5.4239,8.86,9.25,HighPM*,0
*  61 Cyg A,21 06 53.9395,+38 44 57.902,14,14,0.0388,0.0485,90,A,O,2020yCat.1350....0G,285.9949,5.21,6.39,BYDraV*,0
HD 201818,21 10 50.2324,+39 12 21.955,14,14,0.0113,0.0121,90,A,O,2020yCat.1350....0G,3.4808,8.18,9.35,Star,0
BD+37  4156,21 02 56.0978,+37 53 21.315,14,14,0.0092,0.0107,90,A,O,2020yCat.1350....0G,1.9629,8.8,9.84,Star,0
BD+37  4158,21 03 02.5714,+37 41 27.698,14,14,0.0105,0.0119,90,A,O,2020yCat.1350....0G,1.0161,9.78,11.38,Star,0
BD+37  4163,21 04 01.5849,+37 47 27.807,14,14,0.0086,0.0105,90,A,O,2020yCat.1350....0G,1.4868,9.37,10.75,Star,0
HD 200947,21 05 28.7837,+37 38 24.106,14,14,0.012,0.0143,90,A,O,2020yCat.1350....0G,2.555,8.6,8.7,Star,0
BD+36  4403,21 05 46.5964,+37 17 37.536,14,14,0.0129,0.0164,90,A,O,2020yCat.1350....0G,4.0551,9.79,10.14,Star,0
BD+36  4417,21 07 17.6369,+37 11 45.826,14,14,0.0089,0.0104,90,A,O,2020yCat.1350....0G,2.4437,8.84,9.9,Star,0
HD 201653,21 09 52.6603,+36 59 10.208,14,14,0.0085,0.0112,90,A,O,2020yCat.1350....0G,8.9311,8.92,9.41,HighPM*,0
HD 201750,21 10 32.8888,+36 47 45.573,14,14,0.0109,0.0148,90,A,O,2020yCat.1350....0G,10.0704,7.6,7.99,HighPM*,0
HD 201857,21 11 11.7819,+36 39 18.100,14,14,0.0203,0.0251,90,A,O,2020yCat.1350....0G,8.5324,8.05,8.31,Star,0
BD+36  4454,21 11 49.4537,+36 50 53.189,14,14,0.0197,0.0239,90,A,O,2020yCat.1350....0G,1.941,8.89,9.51,Star,0
BD+37  4281,21 21 37.7548,+37 37 21.860,14,14,0.0251,0.028,90,A,O,2020yCat.1350....0G,0.8777,9.75,9.71,Star,0
BD+38  4377,21 11 12.1500,+38 55 28.574,14,14,0.0121,0.0149,90,A,O,2020yCat.1350....0G,1.7959,9.943,9.987,Star,0
BD+37  4154,21 02 37.5385,+38 08 29.205,14,14,0.0136,0.016,90,A,O,2020yCat.1350....0G,1.3264,9.97,9.93,Star,0
BD+37  4194,21 08 56.1272,+37 38 21.185,14,14,0.014,0.0147,90,A,O,2020yCat.1350....0G,1.178,9.8,9.78,Star,0
BD+37  4201,21 09 33.7304,+38 25 35.856,14,14,0.0213,0.0243,90,A,O,2020yCat.1350....0G,1.7943,9.94,10.0,Star,0
BD+37  4207,21 10 36.86,+37 37 14.5,6,6,,,0,D,,2001AJ....122.3466M,,9.5,,**,0
BD+37  4210,21 10 57.1032,+38 30 32.921,10,10,154.0,254.0,90,B,O,2012yCat.1322....0Z,,9.77,9.96,**,0
BD+37  4260,21 17 33.2147,+37 54 08.752,14,14,0.0126,0.015,90,A,O,2020yCat.1350....0G,1.8179,9.68,9.68,Star,0
BD+36  4440,21 10 09.7930,+37 32 33.961,14,14,0.0085,0.0109,90,A,O,2020yCat.1350....0G,1.9935,9.81,11.1,Star,0
BD+36  4469,21 13 19.3690,+37 34 08.174,14,14,0.0094,0.01,90,A,O,2020yCat.1350....0G,5.1278,9.44,9.87,EclBin,0
TYC 2713-634-1,21 07 49.7245,+37 17 45.619,14,14,0.0124,0.0158,90,A,O,2020yCat.1350....0G,1.7578,9.88,9.83,Star,0
TYC 2713-2848-1,21 08 13.1321,+37 04 10.684,14,14,0.0074,0.009,90,A,O,2020yCat.1350....0G,1.8195,9.77,10.86,Star,0
TYC 2714-469-1,21 17 14.5450,+37 26 00.887,14,14,0.0138,0.0181,90,A,O,2020yCat.1350....0G,4.1901,9.66,10.07,Star,0
TYC 2714-746-1,21 12 08.5839,+36 51 56.361,14,14,0.0182,0.0229,90,A,O,2020yCat.1350....0G,1.4825,9.97,10.24,PulsV*,0
TYC 2714-1018-1,21 12 44.7624,+36 56 15.132,14,14,0.0067,0.0092,90,A,O,2020yCat.1350....0G,1.4523,9.84,10.76,Star,0
BD+36  4436A,21 09 50.2944,+36 45 51.794,14,14,0.0096,0.0115,90,A,O,2020yCat.1350....0G,2.7262,9.86,10.16,Star,0
TYC 2714-2177-1,21 12 18.6472,+36 54 00.476,14,14,0.008,0.0098,90,A,O,2020yCat.1350....0G,0.728,9.86,11.32,Star,0
TYC 2714-2286-1,21 13 50.0245,+36 49 22.104,14,14,0.0121,0.014,90,A,O,2020yCat.1350....0G,0.6387,9.98,11.63,Star,0
TYC 3168-115-1,21 05 15.5746,+37 34 00.910,14,14,0.0106,0.0123,90,A,O,2020yCat.1350....0G,2.0197,9.89,10.04,Star,0
TYC 3168-247-1,21 02 59.1132,+38 02 11.040,14,14,0.0143,0.0158,90,A,O,2020yCat.1350....0G,2.2459,9.96,10.34,Star,0
TYC 3168-397-1,21 07 22.9723,+37 31 43.763,14,14,0.0088,0.0107,90,A,O,2020yCat.1350....0G,3.1531,9.94,10.26,Star,0
TYC 3168-553-1,21 01 24.7452,+38 01 41.299,14,14,0.0082,0.0097,90,A,O,2020yCat.1350....0G,0.7,9.97,11.5,Star,0
TYC 3168-578-1,21 07 57.1502,+38 46 12.587,14,14,0.0113,0.014,90,A,O,2020yCat.1350....0G,0.7002,9.96,11.8,Star,0
TYC 3168-815-1,21 06 27.7320,+37 58 35.833,14,14,0.0076,0.009,90,A,O,2020yCat.1350....0G,1.5796,9.72,10.82,Star,0
TYC 3168-1549-1,21 02 42.7370,+38 03 10.952,14,14,0.0098,0.0113,90,A,O,2020yCat.1350....0G,2.8809,9.79,10.07,Star,0
TYC 3168-1686-1,21 09 08.1331,+38 31 14.031,14,14,0.0105,0.0122,90,A,O,2020yCat.1350....0G,4.2369,9.77,10.07,Star,0
BD+37  4182,21 07 18.7885,+37 55 12.378,14,14,0.0215,0.0265,90,A,O,2018yCat.1345....0G,0.6867,9.896,10.184,Star,0
TYC 3168-2367-1,21 04 18.9561,+37 49 01.551,14,14,0.0116,0.0151,90,A,O,2020yCat.1350....0G,1.5459,9.94,10.06,Star,0
TYC 3168-2433-1,21 06 55.5762,+38 24 40.175,14,14,0.0108,0.0123,90,A,O,2020yCat.1350....0G,6.3757,9.98,10.6,Star,0
TYC 3168-2755-1,21 08 15.2453,+38 26 56.629,14,14,0.0089,0.0101,90,A,O,2020yCat.1350....0G,8.7199,9.87,10.5,Star,0
TYC 3169-259-1,21 11 14.7654,+39 07 11.681,14,14,0.013,0.0149,90,A,O,2020yCat.1350....0G,1.6367,9.6,9.65,Star,0
TYC 3169-970-1,21 16 12.5599,+38 14 24.505,14,14,0.0088,0.0096,90,A,O,2020yCat.1350....0G,1.7967,9.65,10.62,Star,0
BD+37  4219,21 11 50.6731,+38 26 47.492,14,14,0.0104,0.013,90,A,O,2020yCat.1350....0G,1.7853,9.89,9.97,Star,0
TYC 3169-2096-1,21 14 40.2184,+38 12 03.116,14,14,0.0079,0.0092,90,A,O,2020yCat.1350....0G,0.8408,9.51,10.42,Star,0
TYC 3169-2109-1,21 17 04.1493,+38 06 41.408,14,14,0.0084,0.01,90,A,O,2020yCat.1350....0G,1.3382,9.62,11.13,EmLine*,0
TYC 3169-2130-1,21 15 20.1360,+38 20 03.288,14,14,0.0093,0.0099,90,A,O,2020yCat.1350....0G,1.556,9.88,10.91,Star,0
TYC 3169-2158-1,21 15 28.4109,+38 10 30.269,14,14,0.0138,0.0153,90,A,O,2020yCat.1350....0G,0.8104,9.89,11.43,Star,0
TYC 3169-2665-1,21 11 17.3946,+38 05 16.957,14,14,0.0123,0.0136,90,A,O,2020yCat.1350....0G,1.7703,9.58,9.61,Star,0
TYC 3169-2760-1,21 11 31.9116,+38 53 20.382,14,14,0.0089,0.0114,90,A,O,2020yCat.1350....0G,1.5736,9.64,10.61,SB*,0
TYC 3169-2778-1,21 15 46.2155,+38 07 31.198,14,14,0.0074,0.009,90,A,O,2020yCat.1350....0G,0.6325,9.61,11.0,Star,0
BD+37  4148,21 02 03.4162,+37 44 04.249,8,8,0.365,0.223,0,A,O,2016A&A...595A...2G,1.49,9.72,10.82,**,0
TYC 2714-541-1,21 10 10.1561,+37 25 46.739,8,8,0.187,0.177,104,A,O,2016A&A...595A...2G,3.18,9.806,10.253,**,0
BD+39  4527,21 20 45.1231,+40 15 46.688,14,14,0.0105,0.012,90,A,O,2020yCat.1350....0G,8.6358,8.58,9.14,HighPM*,0
BD+39  4495,21 15 39.7623,+39 43 42.996,14,14,0.0103,0.0127,90,A,O,2020yCat.1350....0G,1.7546,8.74,9.91,Star,0
HD 203112,21 19 00.0379,+39 44 57.632,14,14,0.0198,0.024,90,A,O,2020yCat.1350....0G,6.4883,6.672,6.642,Star,0
BD+39  4519B,21 19 01.8893,+39 44 45.009,14,14,2.8029,3.5036,90,C,O,2020yCat.1350....0G,,9.87,10.4,Star,0
HD 203438,21 20 55.4292,+40 01 54.886,14,14,0.0091,0.0109,90,A,O,2020yCat.1350....0G,2.3289,7.83,9.35,HighPM*,0
BD+39  4536,21 22 15.7011,+39 53 57.070,14,14,0.0081,0.0096,90,A,O,2020yCat.1350....0G,1.6938,9.72,10.67,Star,0
BD+39  4538,21 22 36.0509,+40 00 07.298,14,14,0.0078,0.0094,90,A,O,2020yCat.1350....0G,2.1367,9.47,10.65,Star,0
HD 203856,21 23 35.5297,+40 01 07.023,14,14,0.0135,0.0157,90,A,O,2020yCat.1350....0G,6.3232,7.21,7.33,Star,0
BD+38  4415,21 14 50.1547,+39 28 46.727,14,14,0.0104,0.0121,90,A,O,2020yCat.1350....0G,3.6109,8.91,9.16,Star,0
HD 202682,21 16 20.5483,+39 05 46.049,14,14,0.0185,0.0218,90,A,O,2020yCat.1350....0G,2.2167,8.27,8.28,Star,0
* sig Cyg,21 17 24.9522,+39 23 40.847,14,14,0.1002,0.1148,90,A,O,2020yCat.1350....0G,1.1711,4.24,4.37,Supergiant,0
HD 202880,21 17 36.3721,+39 12 35.801,14,14,0.012,0.0132,90,A,O,2020yCat.1350....0G,12.148,6.978,7.315,HighPM*,0
BD+38  4437,21 18 06.5446,+38 54 14.467,14,14,0.0131,0.0159,90,A,O,2020yCat.1350....0G,1.0805,9.6,9.6,Star,0
HD 202989,21 18 10.3922,+39 21 17.249,14,14,0.0101,0.0118,90,A,O,2020yCat.1350....0G,10.4568,8.7,9.14,HighPM*,0
HD 203047,21 18 35.5345,+38 56 22.509,14,14,0.0103,0.0118,90,A,O,2020yCat.1350....0G,5.5924,8.72,9.16,Star,0
HD 203097,21 18 57.5360,+39 09 46.398,14,14,0.0558,0.0644,90,A,O,2020yCat.1350....0G,3.1842,9.17,9.5,Star,0
HD 203155,21 19 19.8169,+38 48 23.675,14,14,0.011,0.0127,90,A,O,2020yCat.1350....0G,1.1074,6.99,7.49,Star,0
BD+38  4446,21 19 26.0205,+39 28 09.586,14,14,0.0139,0.0172,90,A,O,2020yCat.1350....0G,1.4534,9.65,9.58,Star,0
HD 203204,21 19 36.8780,+38 48 08.533,14,14,0.0217,0.0263,90,A,O,2020yCat.1350....0G,4.9024,8.88,9.26,Star,0
HD 203301,21 20 13.2966,+38 41 27.814,14,14,0.0111,0.012,90,A,O,2020yCat.1350....0G,6.799,7.44,8.42,HighPM*,0
BD+38  4455,21 20 15.9988,+38 38 56.552,14,14,0.0083,0.0092,90,A,O,2020yCat.1350....0G,5.8927,9.02,9.52,Star,0
HD 203357,21 20 35.1716,+38 51 25.868,14,14,0.012,0.0125,90,A,O,2020yCat.1350....0G,2.8773,8.56,9.64,Star,0
HD 203455,21 21 11.5434,+38 55 42.768,14,14,0.0409,0.0485,90,A,O,2020yCat.1350....0G,3.3638,8.75,9.97,SB*,0
HD 203663,21 22 33.3824,+38 45 41.271,14,14,0.0803,0.0941,90,A,O,2020yCat.1350....0G,4.3268,8.43,8.8,**,0
HD 203696,21 22 46.8344,+38 38 03.411,14,14,0.02,0.0228,90,A,O,2020yCat.1350....0G,6.4943,6.617,6.643,Star,0
HD 203713,21 22 54.7070,+38 42 30.658,14,14,0.0367,0.045,90,A,O,2020yCat.1350....0G,3.3181,7.26,8.32,Star,0
HD 203783,21 23 17.5289,+39 20 58.756,14,14,0.0172,0.0189,90,A,O,2020yCat.1350....0G,6.1731,7.35,7.32,Star,0
HD 203920,21 24 02.2012,+39 09 33.638,14,14,0.0135,0.0176,90,A,O,2020yCat.1350....0G,1.9821,8.93,8.95,Star,0
BD+37  4279,21 21 18.8871,+38 33 02.829,14,14,0.0125,0.0141,90,A,O,2020yCat.1350....0G,1.532,8.45,9.85,Star,0
HD 203628,21 22 27.3794,+38 16 51.127,14,14,0.0093,0.011,90,A,O,2020yCat.1350....0G,2.174,9.5,9.69,Star,0
HD 203732,21 22 58.3842,+38 18 08.878,14,14,0.0098,0.0114,90,A,O,2020yCat.1350....0G,4.2109,8.86,9.06,Variable*,0
BD+37  4293,21 23 50.5266,+38 36 09.657,14,14,0.0098,0.0114,90,A,O,2020yCat.1350....0G,2.5385,9.09,10.3,Star,0
HD 204006,21 24 31.6990,+39 47 08.249,14,14,0.0496,0.058,90,A,O,2020yCat.1350....0G,3.0032,8.74,9.01,Star,0
BD+39  4552,21 25 40.1742,+39 47 25.567,14,14,0.0079,0.0099,90,A,O,2020yCat.1350....0G,2.3623,9.16,9.64,Star,0
BD+39  4559,21 26 56.4231,+39 39 31.544,14,14,0.013,0.0152,90,A,O,2020yCat.1350....0G,11.4091,8.27,8.92,HighPM*,0
BD+38  4482,21 24 32.7833,+38 38 11.418,14,14,0.0082,0.0101,90,A,O,2020yCat.1350....0G,1.4617,9.43,10.86,Star,0
BD+38  4485,21 24 51.6071,+38 49 58.871,14,14,0.0696,0.0823,90,A,O,2020yCat.1350....0G,3.3135,9.76,10.04,Star,0
BD+38  4486,21 24 48.4690,+39 02 24.383,14,14,0.0105,0.0125,90,A,O,2020yCat.1350....0G,1.3888,8.23,9.62,Star,0
BD+38  4490,21 25 18.0609,+38 51 24.261,14,14,0.0081,0.0095,90,A,O,2020yCat.1350....0G,3.0302,9.96,10.39,Star,0
BD+38  4491,21 25 21.3112,+38 56 42.587,14,14,0.0095,0.0116,90,A,O,2020yCat.1350....0G,0.6337,9.82,11.41,Star,0
BD+38  4493,21 25 28.0943,+39 26 39.744,14,14,0.0105,0.0124,90,A,O,2020yCat.1350....0G,8.2315,8.71,9.16,HighPM*,0
BD+38  4494,21 25 43.3104,+39 16 21.928,14,14,0.0097,0.0121,90,A,O,2020yCat.1350....0G,4.1174,9.43,9.73,ChemPec*,0
BD+38  4495,21 25 58.4308,+38 45 53.124,14,14,0.0089,0.0106,90,A,O,2020yCat.1350....0G,4.6471,8.89,9.41,Star,0
BD+38  4497,21 26 24.2743,+39 08 39.079,8,8,29.92,15.84,90,C,,1998A&A...335L..65H,,9.4,9.46,**,0
BD+38  4499,21 26 40.9434,+38 56 48.873,14,14,0.0132,0.0153,90,A,O,2020yCat.1350....0G,1.5074,9.97,9.93,EclBin,0
BD+38  4501,21 27 01.0316,+39 20 39.066,14,14,0.0125,0.015,90,A,O,2020yCat.1350....0G,1.201,8.8,10.24,SB*,0
BD+38  4504,21 28 05.1695,+39 29 14.552,14,14,0.0084,0.0099,90,A,O,2020yCat.1350....0G,1.4742,8.96,10.33,Star,0
BD+38  4509,21 29 25.6194,+38 39 10.366,14,14,0.0102,0.0124,90,A,O,2020yCat.1350....0G,1.6578,8.29,9.94,Variable*,0
BD+38  4512,21 30 21.2575,+38 58 46.638,14,14,0.0138,0.0163,90,A,O,2020yCat.1350....0G,1.4635,9.56,9.61,PulsV*,0
BD+38  4518,21 31 11.5694,+38 45 30.360,14,14,0.0118,0.0142,90,A,O,2020yCat.1350....0G,2.181,8.09,9.36,Star,0
BD+38  4521,21 32 12.9033,+38 41 51.135,14,14,0.009,0.0118,90,A,O,2020yCat.1350....0G,2.2101,8.97,10.01,Star,0
BD+38  4526,21 32 45.9879,+38 52 59.942,14,14,0.0371,0.0469,90,A,O,2020yCat.1350....0G,5.5427,9.1,9.62,SB*,0
BD+37  4301,21 24 58.6040,+38 20 49.848,14,14,0.0096,0.0111,90,A,O,2020yCat.1350....0G,8.6836,9.04,9.46,Star,0
BD+37  4302,21 25 02.3463,+38 35 10.360,14,14,0.0085,0.0106,90,A,O,2020yCat.1350....0G,0.9325,9.23,10.84,Star,0
BD+37  4305,21 25 44.8984,+38 35 57.147,14,14,0.0164,0.0203,90,A,O,2020yCat.1350....0G,0.7827,9.58,9.57,Star,0
HD 204187,21 25 50.0417,+38 30 58.416,14,14,0.0124,0.015,90,A,O,2020yCat.1350....0G,3.2524,8.49,8.62,Star,0
BD+37  4317A,21 27 49.1715,+38 34 45.114,14,14,0.0088,0.0106,90,A,O,2020yCat.1350....0G,5.0089,9.97,10.45,Star,0
BD+37  4310,21 25 54.0926,+38 05 45.097,14,14,0.0072,0.0089,90,A,O,2020yCat.1350....0G,1.6106,9.97,11.13,Star,0
BD+38  4387,21 12 14.3610,+39 10 07.960,14,14,0.016,0.0184,90,A,O,2020yCat.1350....0G,0.9182,9.22,9.44,Star,0
HD 202087,21 12 27.8618,+39 20 50.846,14,14,0.0158,0.019,90,A,O,2020yCat.1350....0G,1.8686,8.53,8.53,Star,0
BD+38  4395,21 12 48.4131,+39 06 40.761,14,14,0.0101,0.0115,90,A,O,2020yCat.1350....0G,3.3994,9.3,9.57,Star,0
BD+38  4399,21 13 10.1122,+39 17 00.065,14,14,0.0091,0.0105,90,A,O,2020yCat.1350....0G,1.5866,9.09,9.27,Star,0
HD 202329,21 13 53.7231,+39 22 12.826,14,14,0.0116,0.0139,90,A,O,2020yCat.1350....0G,2.3444,7.95,9.28,Star,0
HD 202404,21 14 23.5364,+39 14 35.720,14,14,0.0105,0.0128,90,A,O,2020yCat.1350....0G,5.9635,7.246,8.473,Star,0
HD 202903,21 17 42.1582,+38 51 30.956,14,14,0.0201,0.0246,90,A,O,2020yCat.1350....0G,1.7921,8.79,8.79,Star,0
HD 203233,21 19 53.9314,+38 08 32.486,14,14,0.1374,0.1686,90,A,O,2020yCat.1350....0G,3.6486,8.95,9.8,Star,0
BD+37  4284,21 22 34.9620,+37 43 33.181,8,8,22.17,18.12,90,C,,1998A&A...335L..65H,,8.85,9.5,Star,0
BD+38  4414,21 14 47.7784,+39 00 24.424,14,14,0.0101,0.0124,90,A,O,2020yCat.1350....0G,2.5631,9.59,9.86,ChemPec*,0
BD+39  4534,21 21 37,+40 09.6,4,4,,,0,E,,,,9.5,,Star,0
BD+38  4408,21 14 14.3163,+39 07 42.223,14,14,0.0138,0.0156,90,A,O,2020yCat.1350....0G,1.4869,9.82,9.85,Star,0
BD+38  4428,21 16 30.4126,+38 56 40.849,14,14,0.0107,0.0127,90,A,O,2020yCat.1350....0G,1.7493,9.72,9.8,Star,0
BD+38  4435,21 17 56.5292,+39 11 53.442,14,14,0.0118,0.0125,90,A,O,2020yCat.1350....0G,1.8283,9.73,9.8,Star,0
BD+38  4443,21 19 01.8097,+38 52 22.432,14,14,0.0113,0.014,90,A,O,2020yCat.1350....0G,2.0507,9.55,9.74,Star,0
BD+38  4450,21 19 44.4568,+39 31 45.352,14,14,0.0122,0.0135,90,A,O,2020yCat.1350....0G,0.9256,9.99,9.97,Star,0
BD+38  4469,21 22 44.1593,+38 52 17.139,14,14,0.0102,0.0114,90,A,O,2020yCat.1350....0G,1.269,9.65,9.76,Star,0
TYC 3169-1-1,21 19 56.6756,+38 54 52.557,14,14,0.008,0.01,90,A,O,2020yCat.1350....0G,3.4471,9.98,10.9,Star,0
TYC 3169-459-1,21 15 35.1634,+39 17 26.356,14,14,0.01,0.0107,90,A,O,2020yCat.1350....0G,2.0316,9.36,10.7,Star,0
TYC 3169-551-1,21 18 36.5564,+39 05 22.573,14,14,0.0157,0.0185,90,A,O,2020yCat.1350....0G,0.7301,9.92,9.91,PulsV*,0
TYC 3169-613-1,21 14 36.1026,+39 15 29.540,14,14,0.0093,0.0111,90,A,O,2020yCat.1350....0G,1.7744,9.81,10.28,Star,0
TYC 3169-629-1,21 13 28.0853,+39 05 45.901,14,14,0.0086,0.0101,90,A,O,2020yCat.1350....0G,3.9218,9.93,10.32,PulsV*,0
TYC 3169-995-1,21 15 19.8919,+38 56 56.965,14,14,0.0171,0.0198,90,A,O,2020yCat.1350....0G,3.474,9.69,10.34,SB*,0
TYC 3169-2070-1,21 16 59.1867,+38 31 28.492,14,14,0.0114,0.0137,90,A,O,2020yCat.1350....0G,0.9686,9.76,11.44,Star,0
TYC 3169-2078-1,21 16 05.7537,+38 38 13.466,14,14,0.0085,0.0104,90,A,O,2020yCat.1350....0G,4.6686,9.44,9.88,HighPM*,0
TYC 3169-2326-1,21 19 46.5490,+38 40 53.981,14,14,0.01,0.0119,90,A,O,2020yCat.1350....0G,1.1542,9.99,10.2,SB*,0
TYC 3169-2690-1,21 18 08.0457,+38 50 36.465,14,14,0.0147,0.0175,90,A,O,2020yCat.1350....0G,1.6633,9.79,10.73,Star,0
TYC 3173-86-1,21 15 08.7290,+39 22 40.234,14,14,0.0081,0.0093,90,A,O,2020yCat.1350....0G,1.9362,9.55,10.69,Star,0
TYC 3173-2613-1,21 18 32.6832,+39 52 49.597,14,14,0.009,0.0102,90,A,O,2020yCat.1350....0G,1.802,9.7,10.84,Star,0
TYC 3173-3023-1,21 19 40.7658,+39 49 01.015,14,14,0.0124,0.014,90,A,O,2020yCat.1350....0G,0.7004,9.94,11.66,Star,0
TYC 3182-210-1,21 20 04.7592,+39 17 47.800,14,14,0.0096,0.0111,90,A,O,2020yCat.1350....0G,1.8668,9.13,10.12,Star,0
TYC 3182-393-1,21 21 08.9391,+38 29 59.934,14,14,0.0081,0.0093,90,A,O,2020yCat.1350....0G,2.0386,9.24,10.48,Star,0
TYC 3182-955-1,21 24 51.1944,+38 17 34.933,14,14,0.0099,0.0115,90,A,O,2020yCat.1350....0G,2.1263,9.34,9.78,PulsV*,0
TYC 3182-1157-1,21 25 25.5530,+38 20 13.313,14,14,0.0091,0.01,90,A,O,2020yCat.1350....0G,3.7399,9.5,9.92,Star,0
TYC 3182-1375-1,21 23 40.4864,+39 17 48.164,14,14,0.0111,0.0136,90,A,O,2020yCat.1350....0G,5.3411,9.42,9.92,HighPM*,0
TYC 3182-1442-1,21 23 39.0725,+38 21 57.066,14,14,0.0088,0.01,90,A,O,2020yCat.1350....0G,1.3714,9.6,10.94,Star,0
TYC 3182-1752-1,21 23 47.5208,+39 08 49.114,14,14,0.0085,0.0102,90,A,O,2020yCat.1350....0G,1.2923,9.44,10.82,Star,0
TYC 3182-2229-1,21 23 41.5682,+38 14 55.027,14,14,0.0409,0.0486,90,A,O,2020yCat.1350....0G,4.8767,9.99,10.43,Star,0
TYC 3182-2502-1,21 23 37.2408,+38 57 27.439,14,14,0.0092,0.0106,90,A,O,2020yCat.1350....0G,3.9215,9.97,10.37,Star,0
TYC 3182-2520-1,21 26 37.8053,+38 48 28.735,14,14,0.0078,0.0092,90,A,O,2020yCat.1350....0G,2.5875,9.37,10.46,Star,0
TYC 3182-2633-1,21 26 02.0658,+38 17 11.153,14,14,0.0086,0.0106,90,A,O,2020yCat.1350....0G,3.4781,9.43,9.88,Star,0
TYC 3182-2817-1,21 26 04.5034,+38 27 51.316,14,14,0.0077,0.0098,90,A,O,2020yCat.1350....0G,1.9568,9.62,10.76,Star,0
TYC 3182-3356-1,21 23 47.6752,+39 04 58.810,14,14,0.0427,0.0529,90,A,O,2020yCat.1350....0G,3.3784,9.96,10.79,Star,0
TYC 3182-3698-1,21 26 35.8820,+38 31 15.341,14,14,0.0106,0.0125,90,A,O,2020yCat.1350....0G,1.2894,9.68,10.92,Star,0
TYC 3182-3966-1,21 25 46.3188,+38 30 53.647,14,14,0.0083,0.01,90,A,O,2020yCat.1350....0G,0.9452,9.69,10.87,Star,0
TYC 3182-3980-1,21 28 07.8591,+38 31 59.621,14,14,0.0084,0.0109,90,A,O,2020yCat.1350....0G,1.2756,9.93,11.31,Star,0
TYC 3183-1605-1,21 30 36.7072,+38 46 25.654,14,14,0.0085,0.0091,90,A,O,2020yCat.1350....0G,7.4266,9.88,10.52,Star,0
TYC 3183-1753-1,21 33 24.7689,+38 46 46.605,14,14,0.0075,0.0085,90,A,O,2020yCat.1350....0G,1.2605,9.75,11.04,Star,0
TYC 3186-238-1,21 22 45.2361,+39 29 27.543,14,14,0.0109,0.0119,90,A,O,2020yCat.1350....0G,1.2572,9.23,10.77,Star,0
TYC 3186-284-1,21 26 19.4689,+39 23 52.976,14,14,0.0141,0.0161,90,A,O,2020yCat.1350....0G,4.6151,9.96,10.4,Star,0
BD+38  4488,21 25 09.6783,+39 32 43.137,14,14,0.0128,0.0148,90,A,O,2020yCat.1350....0G,1.5978,9.9,9.94,Star,0
TYC 3186-899-1,21 20 27.5629,+39 56 20.617,14,14,0.0076,0.0092,90,A,O,2020yCat.1350....0G,1.921,9.58,10.95,Star,0
TYC 3186-1332-1,21 26 17.9622,+39 45 07.090,14,14,0.0081,0.0093,90,A,O,2020yCat.1350....0G,1.9249,9.55,10.67,Star,0
TYC 3186-1693-1,21 22 38.1008,+39 46 59.392,14,14,0.0089,0.0101,90,A,O,2020yCat.1350....0G,2.1417,9.92,10.26,Star,0
TYC 3186-2157-1,21 22 07.9383,+40 00 40.912,14,14,0.01,0.0113,90,A,O,2020yCat.1350....0G,1.9203,9.9,10.11,SB*,0
V* V1334 Cyg,21 19 22.1791,+38 14 14.868,14,14,0.047,0.0571,90,A,O,2020yCat.1350....0G,1.0831,5.882,6.364,ClassicalCep,0
HD 204323,21 26 36.8133,+40 44 18.803,14,14,0.0113,0.0129,90,A,O,2020yCat.1350....0G,4.6886,7.49,8.59,Star,0
